Binary_extinction_response,Graded_extinction_response,Taxon,Order,Suborder,Family,Subfamily,Genus,Species,Subspecies,Island,Body_mass,Mongoose,Area_km2,Mean_HFP,Proportion_ForestCover2000,Proportion_ForestLoss2000,Mean_Elevation,Max_Elevation,Active_Holocene_volcano,Hurricane,First_human_arrival,taxon
0,0,Heteropsomys insulans,Rodentia,Hystricomorpha,Echimyidae,Heteropsomyinae,Heteropsomys,insulans,NA,Puerto Rico,0.93,1,9719.527968,63.35270754,0.517907357,0.027338401,238.0045899,1328,0,45,4654,Heteropsomys_insulans
0,0,Heteropsomys insulans,Rodentia,Hystricomorpha,Echimyidae,Heteropsomyinae,Heteropsomys,insulans,NA,Vieques,0.93,1,164.6249274,44.96221913,0.568368554,0.027907876,36.18465567,297,0,55,3731,Heteropsomys_insulans
0,0,Hexolobodon phenax,Rodentia,Hystricomorpha,Capromyidae,Hexolobodontinae,Hexolobodon,phenax,NA,Gonave,3.16,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Hexolobodon_phenax
0,1,Hexolobodon phenax,Rodentia,Hystricomorpha,Capromyidae,Hexolobodontinae,Hexolobodon,phenax,NA,Hispaniola,3.16,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Hexolobodon_phenax
0,0,Hexolobodontinae sp. nov.,Rodentia,Hystricomorpha,Capromyidae,Hexolobodontinae,NA,NA,NA,Hispaniola,NA,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Hexolobodontinae_sp._nov.
0,0,Hyperplagiodontia araeum,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Hyperplagiodontia,araeum,NA,Gonave,4.09,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Hyperplagiodontia_araeum
0,1,Hyperplagiodontia araeum,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Hyperplagiodontia,araeum,NA,Hispaniola,4.09,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Hyperplagiodontia_araeum
0,0,Insulacebus toussaintiana,Primates,Haplorrhini,NA,NA,Insulacebus,toussaintiana,NA,Hispaniola,4.8,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Insulacebus_toussaintiana
0,0,Isolobodon montanus,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,montanus,NA,Beata,1.52,0,48.69908433,NA,0.64631687,8.95E-05,32.61289786,87,0,NA,NA,Isolobodon_montanus
0,0,Isolobodon montanus,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,montanus,NA,Gonave,1.52,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Isolobodon_montanus
0,1,Isolobodon montanus,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,montanus,NA,Hispaniola,1.52,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Isolobodon_montanus
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Beata,0.99,0,48.69908433,NA,0.64631687,8.95E-05,32.61289786,87,0,NA,NA,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Gonave,0.99,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Isolobodon_portoricensis
0,1,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Guana,1.44,0,4.136510389,NA,0.183309506,0,20.97391871,228,0,NA,NA,Isolobodon_portoricensis
0,1,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Hispaniola,0.99,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Jost Van Dyke,1.44,1,11.02437355,NA,0.402416177,0.000669972,75.57069388,311,0,NA,NA,Isolobodon_portoricensis
0,1,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Mona,1.44,0,64.52472158,NA,0.530473732,0.00234743,51.58052006,93,0,NA,NA,Isolobodon_portoricensis
0,1,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Puerto Rico,1.44,1,9719.527968,63.35270754,0.517907357,0.027338401,238.0045899,1328,0,45,4654,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,St. Croix,1.44,1,241.4326668,67.76680199,0.374199024,0.054863856,61.89923544,356,0,56,1313,Isolobodon_portoricensis
0,1,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,St. John,1.44,1,63.2337135,NA,0.555288805,0.006009097,92.80115003,390,0,63,2445,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,St. Thomas,1.44,1,90.44207507,66.73243593,0.376812042,0.022081998,84.50756384,472,0,65,3923,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Tortola,1.44,1,64.98364413,67.66084901,0.50221124,0.01296374,125.4690248,526,0,62,NA,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Tortue,0.99,0,202.291005,33.0323649,0.544968233,0.125183719,141.7562968,359,0,NA,NA,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Vieques,1.44,1,164.6249274,44.96221913,0.568368554,0.027907876,36.18465567,297,0,55,3731,Isolobodon_portoricensis
0,0,Isolobodon portoricensis,Rodentia,Hystricomorpha,Capromyidae,Isolobodontinae,Isolobodon,portoricensis,NA,Water Island,1.44,1,2.306549181,NA,0.104619917,0.002551888,5.686427457,75,0,NA,NA,Isolobodon_portoricensis
0,0,Macrocapromys acevedo,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Macrocapromys,acevedo,NA,Cuba,3.18,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Macrocapromys_acevedo
0,0,Macrocapromys latus,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Macrocapromys,latus,NA,Cuba,3.66,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Macrocapromys_latus
0,0,Megalocnus rodens,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,rodens,NA,Cuba,101.5,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Megalocnus_rodens
0,0,Megalocnus rodens,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,rodens,NA,Juventud,101.5,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Megalocnus_rodens
0,0,Megalocnus rodens,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,rodens,NA,Lucas,101.5,0,6.4054669,NA,0.144973732,0.004323607,2.198305085,26,0,NA,NA,Megalocnus_rodens
0,0,Megalocnus rodens,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,rodens,NA,Salinas,101.5,0,10.80306637,NA,0.369243621,0.000959187,2.611834418,11,0,NA,NA,Megalocnus_rodens
0,0,Megalocnus zile,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,zile,NA,Hispaniola,89.61,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Megalocnus_zile
0,0,Megalocnus zile,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Megalocnus,zile,NA,Tortue,89.61,0,202.291005,33.0323649,0.544968233,0.125183719,141.7562968,359,0,NA,NA,Megalocnus_zile
0,1,Megalomys audreyae,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Megalomys,audreyae,NA,Barbuda,0.18,1,169.3944959,19.5957391,0.432939844,0.005497081,11.88936774,50,0,57,3774,Megalomys_audreyae
0,2,Megalomys desmarestii,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Megalomys,desmarestii,NA,Martinique,0.29,1,1216.61199,63.21837262,0.56094029,0.032970444,180.413799,1383,1,55,3709,Megalomys_desmarestii
0,2,Megalomys georginae,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Megalomys,georginae,NA,Barbados,0.1,1,463.2340071,74.99953159,0.099866336,0.050118674,104.4968058,342,0,58,4495,Megalomys_georginae
0,2,Megalomys luciae,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Megalomys,luciae,NA,St. Lucia,0.16,1,654.9237848,52.53041125,0.721855101,0.014252046,162.9943094,914,1,59,1370,Megalomys_luciae
1,3,Mesocapromys angelcabrerai,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,angelcabrerai,NA,Salinas,0.48,0,10.80306637,NA,0.369243621,0.000959187,2.611834418,11,0,NA,NA,Mesocapromys_angelcabrerai
1,3,Mesocapromys auritus,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,auritus,NA,Fragoso,0.82,0,99.85212581,24.19733503,0.191230462,0.000119109,2.030754809,12,0,NA,NA,Mesocapromys_auritus
0,0,Mesocapromys kraglievichi,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,kraglievichi,NA,Cuba,0.61,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Mesocapromys_kraglievichi
1,3,Mesocapromys nanus,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,nanus,NA,Cuba,0.4,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Mesocapromys_nanus
0,0,Mesocapromys nanus,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,nanus,NA,Juventud,0.4,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Mesocapromys_nanus
1,3,Mesocapromys sanfelipensis,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,sanfelipensis,NA,Juan Garcia,0.61,0,1.836416315,NA,0.30014387,0.014076954,7.416871015,16,0,NA,NA,Mesocapromys_sanfelipensis
1,3,Mesocapromys sanfelipensis,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,sanfelipensis,NA,Real,0.61,0,10.09497077,NA,0.331085734,0.012378737,7.539194727,16,0,NA,NA,Mesocapromys_sanfelipensis
1,3,Mesocapromys melanurus,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mesocapromys,melanurus,NA,Cuba,1.22,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Mesocapromys_melanurus
1,3,Mysateles prehensilis gundlachi,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mysateles,prehensilis,gundlachi,Juventud,1.66,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Mysateles_prehensilis
1,4,Mysateles prehensilis prehensilis,Rodentia,Hystricomorpha,Capromyidae,Capromyinae,Mysateles,prehensilis,prehensilis,Cuba,1.8,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Mysateles_prehensilis
0,0,Neocnus comes,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,comes,NA,Gonave,13.02,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Neocnus_comes
0,0,Neocnus comes,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,comes,NA,Hispaniola,13.02,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Neocnus_comes
0,0,Neocnus dousman,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,dousman,NA,Hispaniola,10.46,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Neocnus_dousman
0,0,Neocnus gliriformis,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,gliriformis,NA,Cuba,17.33,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Neocnus_gliriformis
0,0,Neocnus gliriformis,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,gliriformis,NA,Juventud,17.33,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Neocnus_gliriformis
0,0,Neocnus toupiti,Xenarthra,Phyllophaga,Megalonychidae,Choloepodinae,Neocnus,toupiti,NA,Hispaniola,7.05,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Neocnus_toupiti
0,1,Nesophontes edithae,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,edithae,NA,Puerto Rico,0.13,1,9719.527968,63.35270754,0.517907357,0.027338401,238.0045899,1328,0,45,4654,Nesophontes_edithae
0,1,Nesophontes edithae,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,edithae,NA,St. John,0.13,1,63.2337135,NA,0.555288805,0.006009097,92.80115003,390,0,63,2445,Nesophontes_edithae
0,0,Nesophontes edithae,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,edithae,NA,St. Thomas,0.13,1,90.44207507,66.73243593,0.376812042,0.022081998,84.50756384,472,0,65,3923,Nesophontes_edithae
0,0,Nesophontes edithae,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,edithae,NA,Vieques,0.13,1,164.6249274,44.96221913,0.568368554,0.027907876,36.18465567,297,0,55,3731,Nesophontes_edithae
0,0,Nesophontes hypomicrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,hypomicrus,NA,Gonave,0.02,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Nesophontes_hypomicrus
0,1,Nesophontes hypomicrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,hypomicrus,NA,Hispaniola,0.02,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Nesophontes_hypomicrus
0,1,Nesophontes micrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,micrus,NA,Cuba,0.04,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Nesophontes_micrus
0,0,Nesophontes micrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,micrus,NA,Guillermo,0.04,0,20.27145678,NA,0.147152858,0.009449257,3.703381942,19,0,NA,NA,Nesophontes_micrus
0,0,Nesophontes micrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,micrus,NA,Juventud,0.04,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Nesophontes_micrus
0,1,Nesophontes paramicrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,paramicrus,NA,Hispaniola,0.04,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Nesophontes_paramicrus
0,1,Nesophontes sp. 1,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,hemicingulus,NA,Cayman Brac,0.03,0,44.37197648,NA,0.351640692,0.029016448,17.91417214,52,0,47,NA,Nesophontes_hemicingulus
0,1,Nesophontes sp. 2,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,hemicingulus,NA,Grand Cayman,0.04,0,236.3344908,45.58261533,0.357809359,0.019058373,5.833318101,31,0,59,NA,Nesophontes_hemicingulus
0,0,Nesophontes zamicrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,zamicrus,NA,Gonave,0.01,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Nesophontes_zamicrus
0,1,Nesophontes zamicrus,Lipotyphla,Solenodonota,Nesophontidae,NA,Nesophontes,zamicrus,NA,Hispaniola,0.01,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Nesophontes_zamicrus
0,2,Oligoryzomys victus,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,victus,NA,St. Vincent,0.02,1,369.5429258,45.87989027,0.644990768,0.011827312,318.1691955,1213,1,56,1451,Oligoryzomys_victus
0,1,Oryzomyini undescribed species (Anguilla taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Anguilla,0.1,1,84.21746199,59.91172284,0.15309764,0.018914399,17.56673434,72,0,60,3501,Oryzomyini_undescribed_species_Anguilla_taxon
0,0,Oryzomyini undescribed species (large Grenada taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Grenada,0.21,1,333.3672875,43.5641561,0.70858261,0.055756426,205.7842544,831,1,38,1460,Oryzomyini_undescribed_species_large_Grenada_taxon
0,0,Oryzomyini undescribed species (large Montserrat taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Montserrat,0.31,0,111.7132526,41.10041044,0.372065204,0.04709142,226.1687775,903,1,63,2074,Oryzomyini_undescribed_species_large_Montserrat_taxon
0,1,Oryzomyini undescribed species (Saba taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Saba,0.11,0,13.74219863,NA,0.346147177,0.061776342,227.7933338,888,1,64,3303,Oryzomyini_undescribed_species_Saba_taxon
0,0,Oryzomyini undescribed species (small Grenada taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Grenada,0.06,1,333.3672875,43.5641561,0.70858261,0.055756426,205.7842544,831,1,38,1460,Oryzomyini_undescribed_species_small_Grenada_taxon
0,0,Oryzomyini undescribed species (small Montserrat taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Montserrat,0.12,0,111.7132526,41.10041044,0.372065204,0.04709142,226.1687775,903,1,63,2074,Oryzomyini_undescribed_species_small_Montserrat_taxon
0,0,Oryzomyini undescribed species (St. Martin taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,St. Martin,0.1,1,105.1029753,NA,0.247679686,0.021373909,57.29900156,420,0,58,5131,Oryzomyini_undescribed_species_St._Martin_taxon
0,0,Oryzomyini undescribed species (St. Martin taxon),Rodentia,Myomorpha,Cricetidae,Sigmodontinae,NA,NA,NA,Tintamarre,0.1,0,1.14608999,NA,5.73E-05,0,0.924705882,31,0,NA,NA,Oryzomyini_undescribed_species_St._Martin_taxon
0,2,Oryzomys antillarum,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oryzomys,antillarum,NA,Jamaica,0.06,1,12203.16211,45.18476175,0.625345207,0.047714751,321.6511164,2249,0,44,1208,Oryzomys_antillarum
0,0,Paralouatta varonai,Primates,Haplorrhini,NA,NA,Paralouatta,varonai,NA,Cuba,8.28,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Paralouatta_varonai
0,0,Parocnus browni,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,browni,NA,Cuba,69.2,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Parocnus_browni
0,0,Parocnus browni,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,browni,NA,Juventud,69.2,1,2561.11101,36.47604622,0.451502009,0.041581845,19.55636221,304,0,NA,NA,Parocnus_browni
0,0,Parocnus browni,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,browni,NA,Lucas,69.2,0,6.4054669,NA,0.144973732,0.004323607,2.198305085,26,0,NA,NA,Parocnus_browni
0,0,Parocnus browni,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,browni,NA,Salinas,69.2,0,10.80306637,NA,0.369243621,0.000959187,2.611834418,11,0,NA,NA,Parocnus_browni
0,0,Parocnus serus,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,serus,NA,Gonave,53.07,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Parocnus_serus
0,0,Parocnus serus,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,serus,NA,Hispaniola,53.07,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Parocnus_serus
0,0,Parocnus serus,Xenarthra,Phyllophaga,Megalonychidae,Megalocninae,Parocnus,serus,NA,Tortue,53.07,0,202.291005,33.0323649,0.544968233,0.125183719,141.7562968,359,0,NA,NA,Parocnus_serus
0,1,Pennatomys nivalis,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Pennatomys,nivalis,NA,Nevis,0.11,1,105.5148997,NA,0.466640479,0.031703805,154.8641757,968,1,63,2153,Pennatomys_nivalis
0,0,Pennatomys nivalis,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Pennatomys,nivalis,NA,St. Eustatius,0.11,0,24.67106086,NA,0.278738726,0.004304251,83.35550124,588,1,60,2452,Pennatomys_nivalis
0,1,Pennatomys nivalis,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Pennatomys,nivalis,NA,St. Kitts,0.11,1,196.7447433,64.77684489,0.387797138,0.015733848,198.0250382,1133,1,62,4151,Pennatomys_nivalis
0,0,Plagiodontia aedium,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Plagiodontia,aedium,NA,Gonave,1.34,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Plagiodontia_aedium
1,4,Plagiodontia aedium,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Plagiodontia,aedium,NA,Hispaniola,1.34,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Plagiodontia_aedium
0,1,Plagiodontia spelaeum,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Plagiodontia,spelaeum,NA,Hispaniola,1.57,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Plagiodontia_spelaeum
0,1,Plagiodontia velozi,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Plagiodontia,velozi,NA,Hispaniola,5.62,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Plagiodontia_velozi
0,1,Quemisia gravis,Rodentia,Hystricomorpha,Heptaxodontidae,Heptaxodontinae,Quemisia,gravis,NA,Hispaniola,4.17,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Quemisia_gravis
0,1,Rhizoplagiodontia lemkei,Rodentia,Hystricomorpha,Capromyidae,Plagiodontinae,Rhizoplagiodontia,lemkei,NA,Hispaniola,1.7,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Rhizoplagiodontia_lemkei
0,0,Sheep Pen femur (unidentified rodent taxon),Rodentia,NA,NA,NA,NA,NA,NA,Jamaica,97.01,1,12203.16211,45.18476175,0.625345207,0.047714751,321.6511164,2249,0,44,1208,Sheep_Pen_femur_unidentified_rodent_taxon
0,0,Solenodon arredondoi,Lipotyphla,Solenodonota,Solenodontidae,NA,Solenodon,arredondoi,NA,Cuba,0.99,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Solenodon_arredondoi
1,3,Solenodon cubanus,Lipotyphla,Solenodonota,Solenodontidae,NA,Solenodon,cubanus,NA,Cuba,0.23,1,123293.4827,42.37540629,0.298644244,0.044767589,102.3630598,1973,0,45,5904,Solenodon_cubanus
0,1,Solenodon marcanoi,Lipotyphla,Solenodonota,Solenodontidae,NA,Solenodon,marcanoi,NA,Hispaniola,0.85,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Solenodon_marcanoi
0,0,Solenodon paradoxus,Lipotyphla,Solenodonota,Solenodontidae,NA,Solenodon,paradoxus,NA,Gonave,0.81,1,761.3773049,31.21245721,0.111570133,0.115721128,217.6688598,776,0,NA,NA,Solenodon_paradoxus
1,4,Solenodon paradoxus,Lipotyphla,Solenodonota,Solenodontidae,NA,Solenodon,paradoxus,NA,Hispaniola,0.81,1,82765.60558,38.1338199,0.374443293,0.073605144,406.1492732,3097,0,41.25,6024,Solenodon_paradoxus
0,0,Tainotherium valei,Rodentia,Hystricomorpha,Heptaxodontidae,NA,Tainotherium,valei,NA,Puerto Rico,4.44,1,9719.527968,63.35270754,0.517907357,0.027338401,238.0045899,1328,0,45,4654,Tainotherium_valei
0,0,Xaymaca fulvopulvis,Rodentia,Hystricomorpha,Heptaxodontidae,NA,Xaymaca,fulvopulvis,NA,Jamaica,0.16,1,12203.16211,45.18476175,0.625345207,0.047714751,321.6511164,2249,0,44,1208,Xaymaca_fulvopulvis
0,1,Xenothrix mcgregori,Primates,Haplorrhini,NA,NA,Xenothrix,mcgregori,NA,Jamaica,5.68,1,12203.16211,45.18476175,0.625345207,0.047714751,321.6511164,2249,0,44,1208,Xenothrix_mcgregori
0,1,Zygodontomys sp.,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Zygodontomys,NA,NA,Carriacou,0.06,1,40.77620621,NA,0.424845191,0.04281406,54.79434033,291,0,NA,1472,Zygodontomys_sp
